,Mission ID,Mission Date,Theater of Operations,Country,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Altitude,High Explosives,High Explosives Type,High Explosives Weight LBS,High Explosives Weight Tons,Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight LBS,Incendiary Devices Weight Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight LBS,Fragmentation Devices Weight Tons,Total Weight LBS,Total Weight Tons
167203,167665,2/1/1945,CBI,USA,P38,,,,,BURMA,PANGHKAM,22.66666667,97.41666667,,0.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
167208,167670,2/1/1945,PTO,USA,B24,,,,,,TOKO,1.073611,154.7225,130.0,,,,,,,,,70.0,400 LB FRAG (20X20 CLUSTERS),,14.0,,14.0
167228,167690,2/1/1945,ETO,USA,GB17,,,,,GERMANY,43 20 N 007 00 E,43.33,7.0,,,,,2.0,,,,1.0,,,,,,3.0
167242,167704,2/1/1945,ETO,,B17,,,,,GERMANY,LUDWIGSHAFEN,49.47,8.37,,,,,1.0,,,,,,,,,,1.0
167261,167723,2/1/1945,ETO,,OB17,,,,,AUSTRIA,FURSTENFELD,47.03,16.08,260.0,,,,15.0,,,,,,,,,,15.0
167288,167750,7/17/1944,ETO,USA,GB17,,,,,FRANCE,CHARNY,47.92,3.27,217.0,,,,25.0,,,,,,,,,,25.0
167291,167753,7/17/1944,ETO,USA,B17,,,,,HOLLAND OR NETHERLANDS,UNKNOWN,45.95,7.97,,,,,3.0,,,,,,,,,,3.0
167300,167762,7/17/1944,ETO,USA,GB17,,,,,FRANCE,48 15 N 008 00 E,48.25,8.0,,,,,3.0,,,,,,,,,,3.0
167303,167765,7/17/1944,ETO,,B17,,,,,FRANCE,HESDIN,50.37,2.05,260.0,,,,35.0,,,,,,,,,,35.0
167309,167771,7/17/1944,ETO,,B17,,,,,FRANCE,EU,50.05,1.42,250.0,,,,33.0,,,,,,,,,,33.0
167313,167775,7/17/1944,ETO,,B17,,,,,FRANCE,VOUEL,49.65,3.27,245.0,,,,36.0,,,,,,,,,,36.0
167314,167776,7/17/1944,ETO,,B17,,,,,FRANCE,PERONNE,49.93,2.95,242.0,,,,24.0,,,,,,,,,,24.0
167317,167779,7/17/1944,ETO,,B17,,,,,FRANCE,DOULLENS,50.15,2.35,240.0,,,,33.0,,,,,,,,,,33.0
167319,167781,7/17/1944,ETO,,B17,,,,,FRANCE,FREVENT,50.28,2.3,239.0,,,,42.0,,,,,,,,,,42.0
167320,167782,7/17/1944,ETO,,B17,,,,,FRANCE,ANIZY LE CHATEAU,49.5,3.47,238.0,,,,28.0,,,,,,,,,,28.0
167323,167785,7/17/1944,ETO,,B17,,,,,FRANCE,HOUPPEVILLE,49.5,1.07,238.0,,,,27.0,,,,,,,,,,27.0
167327,167789,7/17/1944,ETO,,B24,,,,,FRANCE,BLANDERMONT,50.33,2.22,230.0,,,,30.0,,,,,,,,,,30.0
167328,167790,7/17/1944,ETO,,GB17,,,,,FRANCE,DIEPPE,49.93,1.08,230.0,,,,8.0,,,,,,,,,,8.0
167331,167793,7/17/1944,ETO,,B24,,,,,FRANCE,LA GRANDE VALLEE,48.07,3.45,230.0,,,,33.0,,,,,,,,,,33.0
167335,167797,7/17/1944,ETO,,B24,,,,,FRANCE,LA HOUSSOYE,49.63,2.07,220.0,,,,44.0,,,,,,,,,,44.0
167338,167800,7/17/1944,ETO,,GB24,,,,,FRANCE,VILLERS LA HOSPITAL,50.5,2.33,220.0,,,,17.0,,,,,,,,,,17.0
167341,167803,7/17/1944,ETO,,GB24,,,,,FRANCE,WADICOURT,49.23,4.55,220.0,,,,29.0,,,,,,,,,,29.0
167344,167806,7/17/1944,ETO,,B24,,,,,FRANCE,REMAISNIL,50.2,2.25,218.0,,,,30.0,,,,,,,,,,30.0
167348,167810,7/17/1944,ETO,,B24,,,,,FRANCE,TARASCON,43.8,4.65,210.0,,,,73.0,,,,,,,,,,73.0
167349,167811,7/17/1944,ETO,,B24,,,,,FRANCE,LES FOULON,47.5,4.67,208.0,,,,38.0,,,,,,,,,,38.0
167357,167819,7/17/1944,ETO,,B24,,,,,FRANCE,NANTEUIL,46.02,0.3,205.0,,,,112.0,,,,,,,,,,112.0
167362,167824,7/17/1944,ETO,,B17,,,,,FRANCE,GIEN,47.7,2.62,200.0,,,,39.0,,,,,,,,,,39.0
167363,167825,7/17/1944,ETO,,B24,,,,,FRANCE,RILLY LA MONTAGNE,49.17,4.05,200.0,,,,100.0,,,,,,,,,,100.0
167365,167827,7/17/1944,ETO,,B24,,,,,FRANCE,CLAMECY,47.47,3.5,199.0,,,,31.0,,,,,,,,,,31.0
167367,167829,7/17/1944,ETO,,B17,,,,,FRANCE,AUXERRE,47.8,3.55,196.0,,,,30.0,,,,,,,,,,30.0
167370,167832,7/17/1944,ETO,,B24,,,,,FRANCE,SULLY SUR LOIRE,47.77,2.37,192.0,,,,28.0,,,,,,,,,,28.0
167372,167834,7/17/1944,ETO,,B24,,,,,FRANCE,ARLES,43.67,4.63,180.0,,,,75.0,,,,,,,,,,75.0
167373,167835,7/17/1944,ETO,,B24,,,,,FRANCE,AVIGNON,43.95,4.82,180.0,,,,68.0,,,,,,,,,,68.0
167381,167843,7/4/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,MILO,38.0,12.58,,48.0,500 LB GP (GP-M43/M64),,12.0,,,,,,,,,,12.0
167452,167914,7/4/1943,ETO,USA,B17,,,,,FRANCE,LA PALLICE,46.17,-1.23,,,,,6.0,,,,,,,,,,6.0
167455,167917,7/4/1943,ETO,,B17,,,,,FRANCE,NANTES,47.22,-1.53,245.0,,,,20.0,,,,,,,,,,20.0
167533,167995,2/1/1945,ETO,GREAT BRITAIN,HVY,,,,,GERMANY,SIEGEN,50.92,8.03,80.0,,,,358.0,,,,479.0,,,,,,837.0
167559,168021,2/1/1945,ETO,,GB17,,,,,GERMANY,48 40 N 0 8 40 E,48.67,8.67,,,,,3.0,,,,1.0,,,,,,4.0
167564,168026,2/1/1945,MTO,USA,B24,,,,,HUNGARY,46 40 N 016 00 E,46.67,16.0,,,,,2.0,,,,,,,,,,2.0
167569,168031,2/1/1945,PTO,USA,B25,,,,,CELEBES ISLANDS,TALIABOE ISLAND,1.75,124.83333329999999,1.0,,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
167582,168044,7/17/1944,ETO,,B24,,,,,BELGIUM,FLORENNES,50.25,4.62,,,,,4.0,,,,,,,,,,4.0
167587,168049,7/17/1944,ETO,,B17,,,,,FRANCE,JOIGNY,47.98,3.38,,,,,2.0,,,,,,,,,,2.0
167588,168050,7/17/1944,ETO,,B17,,,,,FRANCE,JUKSEY,47.82,5.9,,,,,3.0,,,,,,,,,,3.0
167591,168053,7/17/1944,ETO,,B24,,,,,FRANCE,MEZIERES,49.77,4.73,,,,,4.0,,,,,,,,,,4.0
167593,168055,7/17/1944,ETO,,B17,,,,,FRANCE,MONTDIDIER,49.65,2.58,,,,,3.0,,,,,,,,,,3.0
167594,168056,7/17/1944,ETO,,B24,,,,,FRANCE,NEUVY SUR LOIRE,47.53,2.88,,,,,3.0,,,,,,,,,,3.0
167597,168059,7/17/1944,ETO,,B24,,,,,FRANCE,ST DIZIER,48.63,4.97,,,,,31.0,,,,,,,,,,31.0
167606,168068,7/17/1944,MTO,USA,B26,,,,,ITALY,ALBA,44.68,8.05,105.0,,,,50.0,,,,,,,,,,50.0
167622,168084,7/17/1944,MTO,,B26,,,,,ITALY,IMPERIA,43.88,8.05,97.0,,,,22.0,,,,,,,,,,22.0
167624,168086,7/17/1944,MTO,,B25,,,,,ITALY,MONEGLIA,44.25,9.47,95.0,,,,12.0,,,,,,,,,,12.0
167631,168093,7/17/1944,PTO,USA,B25,,,,,SOLOMON ISLANDS,MELLIM,-9.233333333,153.0333333,84.0,,,,,,,,,133.3333333,120 LB FRAG (6X20 CLUSTERS),,8.0,,5.0
167643,168105,7/18/1944,PTO,USA,B24,,,,,JAVA,FLORES ISLAND,-8.5,121.0,130.0,36.0,500 LB GP (GP-M43/M64),,9.0,,,,,,,,,,9.0
167646,168108,7/18/1944,PTO,USA,B24,,,,,JAVA,RANGKO BAY,-8.45,119.91666670000001,135.0,20.0,500 LB GP (GP-M43/M64),,5.0,,,,,,,,,,5.0
167659,168121,7/18/1944,PTO,USA,P39,,,,,NEW GUINEA,MALIN,-3.4,143.0333333,,0.0,500 LB GP (GP-M43/M64),,,,,,,,,,,,
167660,168122,7/18/1944,CBI,USA,P51,,,,,CHINA,SIANSIANG,27.66666667,112.66666670000001,60.0,0.0,100 LB GP (GP-M30),,,,,,,,,,,,
167721,168183,7/4/1943,ETO,,B17,,,,,FRANCE,LE MANS,48.0,0.2,200.0,,,,8.0,,,,,,,,,,8.0
167759,168221,7/4/1943,CBI,USA,B25,,,,,BURMA,SHWEBO,22.58333333,95.66666667,110.0,,250 LB GP (GP-M57),,9.0,,,,,,,,,,9.0
167760,168222,7/5/1943,PTO,USA,B24,,,,,SOLOMON ISLANDS,TONOLEI HARBOR,-6.75,155.8833333,170.0,92.0,500 LB GP (GP-M43/M64),,23.0,,,,,,,,,,23.0
167761,168223,7/5/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,MENIF,37.6,12.95,,44.0,500 LB GP (GP-M43/M64),,11.0,,,,,,,,,,11.0
167781,168243,2/2/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,CAGAYAN,8.5,124.58333329999999,1.0,100.0,100 LB GP (GP-M30),,2.0,,,,,,,,,,2.0
167782,168244,2/2/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,LAKE TAAL,13.91666667,121.0,1.0,100.0,100 LB GP (GP-M30),,3.0,,100 LB INCENDIARY,,,,,,,,3.0
167783,168245,2/2/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,BALAYAN,13.91666667,120.75,1.0,100.0,100 LB GP (GP-M30),,1.0,,,,,,,,,,1.0
167785,168247,2/2/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,BALER BAY,15.83333333,121.58333329999999,1.0,100.0,100 LB GP (GP-M30),,3.0,,,,,,,,,,3.0
167786,168248,2/2/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,POONBATO,15.25,120.16666670000001,1.0,100.0,100 LB GP (GP-M30),,3.0,,,,,,,,,,3.0
167788,168250,12/9/1943,PTO,USA,B24,,,,,BISMARK ARCHIPELAGO,KABANGA BAY,-4.4,152.4,110.0,40.0,1000 LB GP (GP-M44/M65),,20.0,,,,,,,,,,20.0
167800,168262,2/2/1945,CBI,USA,P38,,,,,BURMA,PANSAK,20.28333333,97.88333333,20.0,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
167803,168265,2/2/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,TALIN BAY,14.0,120.58333329999999,30.0,16.0,1000 LB GP (GP-M44/M65),,8.0,,,,,,,,,,8.0
167807,168269,2/2/1945,CBI,USA,P47,,,,,BURMA,PONGKALAU,22.93333333,97.01666667,15.0,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
167810,168272,2/2/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,LUBANG ISLANDS,13.75,120.33333329999999,70.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
167815,168277,2/2/1945,CBI,USA,P47,,,,,BURMA,PANHA,24.58333333,97.18333333,15.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
167819,168281,2/2/1945,PTO,USA,P38,,,,,PHILIPPINE ISLANDS,LUPAO,15.91666667,120.91666670000001,50.0,8.0,1000 LB GP (GP-M44/M65),,4.0,,,,,,,,,,4.0
167826,168288,2/2/1945,CBI,USA,P47,,,,,BURMA,MAN HO PANG,22.41666667,98.75,15.0,6.153846154,325 LB DC (DB-MK 17/47),,1.0,,,,,,,,,,1.0
167827,168289,2/2/1945,PTO,USA,B24,,,,,BORNEO,SANGGA,0.3,109.1,85.0,4.0,1000 LB GP (GP-M44/M65),,2.0,,,,,,,,,,2.0
167844,168306,2/2/1945,PTO,USA,B24,,,,,FORMOSA AND RYUKYU ISLANDS,OKAYAMA,22.8,120.3,125.0,,,,,,,,,70.0,400 LB FRAG (20X20 CLUSTERS),,14.0,,14.0
167898,168360,7/18/1944,ETO,USA,B26,,,,,FRANCE,DEMOUVILLE,49.18,-0.17,105.0,,,,,,,,,,,,72.0,,72.0
167899,168361,7/18/1944,ETO,USA,B24,,,,,FRANCE,MEZIDON,49.07,-0.05,,,,,,,,,,,,,28.0,,28.0
168089,168551,2/2/1945,ETO,,B26,,,,,GERMANY,NASSAU,50.32,7.8,135.0,,,,1.0,,,,,,,,,,1.0
168095,168557,2/2/1945,ETO,,B26,,,,,GERMANY,ROSBACH,50.8,7.62,127.0,,,,60.0,,,,,,,,,,60.0
168099,168561,2/2/1945,ETO,,B26,,,,,GERMANY,HILLESHEIM,50.28,6.68,125.0,,,,1.0,,,,,,,,,,1.0
168104,168566,2/2/1945,ETO,,A20,,,,,GERMANY,STADTKYLL,50.35,6.53,122.0,,,,58.0,,,,,,,,,,58.0
168108,168570,2/2/1945,ETO,,B26,,,,,GERMANY,RAMSBACH,48.48,8.13,11.0,,,,52.0,,,,,,,,,,52.0
168130,168592,2/2/1945,MTO,USA,B25,,,,,ITALY,CALCINATO,45.45,10.42,,,,,9.0,,,,,,,,,,9.0
168145,168607,2/2/1945,PTO,USA,P51,,,,,PHILIPPINE ISLANDS,BUTUAN,8.916666667000001,125.66666670000001,1.0,,250 LB GP (GP-M57),,,,,,,,,,,,
168146,168608,2/2/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,LIPA,13.91666667,121.16666670000001,1.0,,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
168152,168614,2/2/1945,PTO,USA,B25,,,,,CELEBES ISLANDS,KELANG ISLAND,-3.016666667,127.878285,1.0,,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
168154,168616,2/2/1945,PTO,USA,B24,,,,,NEW GUINEA,MANIANG,-6.333333333,146.25,130.0,,100 LB GP (GP-M30),,9.0,,,,,,,,,,9.0
168180,168642,2/3/1945,PTO,USA,B25,,,,,NEW GUINEA,TIPIN,-0.933333333,130.78333329999998,20.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
168183,168645,7/18/1944,ETO,USA,B24,,,,,FRANCE,TROARN,49.08,-0.25,152.0,,,,65.0,,,,,,,,,,65.0
168192,168654,7/18/1944,ETO,USA,B17,,,,,GERMANY,PEENEMUNDE,54.15,13.77,,,,,3.0,,,,,,,,,,3.0
168318,168780,7/7/1943,PTO,USA,B25,,,,,SOLOMON ISLANDS,WOODY ISLAND,-11.46666667,153.16666669999998,28.0,28.0,1000 LB GP (GP-M44/M65),,14.0,,,,,,,,,,14.0
168321,168783,7/7/1943,PTO,USA,B25,,,,,NEW GUINEA,HOPOI,-6.75,147.33333330000002,15.0,16.0,250 LB GP (GP-M57),,2.0,,,,,,,,,,2.0
168322,168784,7/7/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,MARSALA,37.78,12.42,,10.0,500 LB GP (GP-M43/M64),,2.5,,,,,,,,,,2.5
168372,168834,7/7/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,SICILY,CATANIA,37.47,15.06,,,,,,,,,0.0,,,,0.0,,0.0
168379,168841,7/8/1943,PTO,USA,B24,,,,,JAVA,PENFOEI,-10.16666667,123.66666670000001,120.0,40.0,500 LB GP (GP-M43/M64),,10.0,,,,,,,,,,10.0
168382,168844,2/3/1945,CBI,USA,P38,,,,,BURMA,NASANG,22.08333333,97.55,20.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
168394,168856,2/3/1945,PTO,USA,P51,,,,,PHILIPPINE ISLANDS,PLARIDEL,14.91666667,120.83333329999999,15.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
168410,168872,2/3/1945,PTO,USA,B24,,,,,PHILIPPINE ISLANDS,CEBU,10.321389,123.754722,70.0,,,,,,,,,16.66666667,120 LB FRAG (6X20 CLUSTERS),,1.0,,1.0
168414,168876,2/3/1945,ETO,USA,GB17,,,,,GERMANY,43 40 N 011 20 E,43.67,11.33,,,,,3.0,,,,,,,,,,3.0
168416,168878,2/3/1945,ETO,USA,GB17,,,,,GERMANY,44 20 N 007 20 E,44.33,7.33,,,,,2.0,,,,1.0,,,,,,3.0
168438,168900,2/3/1945,ETO,USA,B26,,,,,GERMANY,AHRWEILER,50.53,7.1,125.0,,,,31.0,,,,,,,,,,31.0
168455,168917,2/3/1945,ETO,USA,B24,,,,,GERMANY,KAPPELN,49.68,7.57,,,,,3.0,,,,,,,,,,3.0
168458,168920,2/3/1945,ETO,,B17,,,,,GERMANY,GRABOW,53.28,11.57,237.0,,,,33.0,,,,,,,,,,33.0
168461,168923,2/3/1945,ETO,,GB17,,,,,GERMANY,BRAMSCHE,52.4,7.92,,,,,3.0,,,,,,,,,,3.0
168464,168926,2/3/1945,ETO,,B24,,,,,GERMANY,DIEPHOLZ,52.63,8.38,,,,,3.0,,,,,,,,,,3.0
168500,168962,7/18/1944,ETO,,B26,,,,,FRANCE,CONFLANS,49.17,5.87,115.0,,,,54.0,,,,,,,,,,54.0
168508,168970,7/18/1944,ETO,,B26,,,,,FRANCE,ROUEN,49.43,1.08,110.0,,,,70.0,,,,,,,,,,70.0
168513,168975,7/18/1944,ETO,,B26,,,,,FRANCE,NOGENT LE ROI,48.65,1.53,105.0,,,,60.0,,,,,,,,,,60.0
168516,168978,7/18/1944,ETO,GREAT BRITAIN,LGT,,,,,FRANCE,REVIGNY SUR ORNAIN,48.83,4.98,105.0,,,,1.0,,,,,,,,,,1.0
168518,168980,7/18/1944,ETO,,B26,,,,,FRANCE,CHERISY,48.73,1.43,103.0,,,,49.0,,,,,,,,,,49.0
168521,168983,7/18/1944,ETO,,B26,,,,,FRANCE,DEMOUVILLE,49.18,10.0,12.0,,,,,,,,,,,,34.0,,34.0
168523,168985,7/18/1944,ETO,,A20,,,,,FRANCE,GIVERVILLE,42.2,0.57,12.0,,,,22.0,,,,,,,,,,22.0
168528,168990,7/18/1944,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,AULNOYE,50.2,3.83,,,,,8.0,,,,,,,,,,8.0
168544,169006,7/18/1944,ETO,,B24,,,,,FRANCE,FRENOUVILLE,49.13,0.23,,,,,29.0,,,,,,,,,,29.0
168558,169020,7/18/1944,ETO,,B24,,,,,BELGIUM,SOLIER,50.5,5.2,,,,,1.0,,,,,,,,,,1.0
168559,169021,7/18/1944,ETO,,B17,,,,,GERMANY,STRALSUND,54.3,13.1,,,,,3.0,,,,,,,,,,3.0
168561,169023,7/18/1944,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,VAIRES,48.87,2.63,,,,,12.0,,,,,,,,,,12.0
168566,169028,7/18/1944,ETO,,B17,,,,,GERMANY,ZINNOWITZ,54.08,13.9,,,,,3.0,,,,,,,,,,3.0
168570,169032,7/18/1944,MTO,USA,B17,,,,,ITALY,LATISANA,45.77,13.02,,,,,3.0,,,,,,,,,,3.0
168579,169041,7/18/1944,CBI,USA,P51,,,,,BURMA,PYINDAW,25.28333333,96.81666667,5.0,,250 LB GP (GP-M57),,4.0,,,,,,,,,,4.0
168584,169046,7/8/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,AGRIGENTO,37.3,13.58,,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
168585,169047,7/8/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,LICATA,37.1,13.92,,24.0,500 LB GP (GP-M43/M64),,6.0,,,,,,,,,,6.0
168603,169065,7/8/1943,ETO,GREAT BRITAIN,HVY,,,,,BELGIUM,LOUVAIN,50.88,4.7,,,,,2.0,,,,1.0,,,,,,3.0
168643,169105,7/8/1943,CBI,USA,B25,,,,,BURMA,KANBALU,23.2,95.51666667,100.0,,250 LB GP (GP-M57),,9.0,,,,,,,,,,9.0
168645,169107,7/8/1943,PTO,USA,B25,,,,,NEW GUINEA,BUIGAP CREEK,-7.2,147.0,4.0,,250 LB GP (GP-M57),,7.0,,,,,,,,,,7.0
168647,169109,7/9/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,MODICA,36.83,14.92,,32.0,500 LB GP (GP-M43/M64),,8.0,,,,,,,,,,8.0
168651,169113,7/9/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,GRAMMICHELE,37.2,14.63,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
168652,169114,7/9/1943,MTO,USA,A36,PONTE OLIVO AIRFIELD,SICILY,37.131022,14.321464,ITALY,PORTO EMPEDOCLE,37.28,13.5,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
168655,169117,7/9/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,SICILY,"""AVOLA, NOTO, AND SAN PAOLA AREAS""",36.9,15.13,,0.0,500 LB GP (GP-M43/M64),,,,,,0.0,,,,0.0,,33.75
168666,169128,7/9/1943,ETO,GREAT BRITAIN,HVY,,,,,HOLLAND OR NETHERLANDS,TERSCHELLING,100.65,1000.65,,,,,1.0,,,,1.0,,,,,,2.0
168753,169215,2/3/1945,ETO,,B24,,,,,GERMANY,TUCHEIM,52.3,12.18,232.0,,,,30.0,,,,,,,,,,30.0
168795,169257,7/18/1944,PTO,USA,B25,,,,,SOLOMON ISLANDS,YANGOR SETTLEME,-0.5166666670000001,166.9,1.0,,,,,,,,,28.98550725,69 LB FRAG (3X23 CLUSTERS),,1.0,,1.0
168814,169276,7/19/1944,PTO,USA,B24,,,,,NEW GUINEA,JAMDENA ISLAND,-7.6,131.4166667,120.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
168869,169331,7/19/1944,ETO,USA,B24,,,,,GERMANY,NEUAUBING,48.13,11.52,210.0,,,,58.0,,,,,,,,,,58.0
168927,169389,7/9/1943,MTO,USA,B24,,,,,ITALY,COMISO,36.93,14.6,230.0,,,,27.0,,,,,,,,,,27.0
168941,169403,7/9/1943,MTO,USA,B24,,,,,ITALY,TAORMINA,37.85,15.28,150.0,,,,15.0,,,,,,,,,,15.0
168945,169407,7/9/1943,MTO,USA,B25,,,,,ITALY,BISCARI,37.03,14.47,83.0,,,,12.0,,,,,,,,,,12.0
168960,169422,7/9/1943,CBI,GREAT BRITAIN,,,,,,BURMA,MAUNGDAW/BUTHIDAUNG/AKYAB,20.83333333,92.36666667,,,,,,,,,,,,,,,
168961,169423,7/9/1943,CBI,GREAT BRITAIN,,,,,,BURMA,AKYAB/MAYU PENINSULA,20.132707999999997,92.872628,,,,,,,,,,,,,,,
168962,169424,7/9/1943,CBI,GREAT BRITAIN,,,,,,BURMA,TAUNGUP ROAD,18.85,94.33333333,,,,,,,,,,,,,,,
168966,169428,7/10/1943,PTO,USA,B24,,,,,SOLOMON ISLANDS,AMPERSAND,-9.233333333,152.93333330000002,100.0,92.0,500 LB GP (GP-M43/M64),,23.0,,,,,,,,,,23.0
168987,169449,2/3/1945,ETO,,B26,,,,,GERMANY,JUNKERATH,50.33,6.6,125.0,,,,1.0,,,,,,,,,,1.0
168995,169457,2/3/1945,ETO,,B26,,,,,GERMANY,RODDER,50.47,7.18,11.0,,,,13.0,,,,,,,,,,13.0
168998,169460,2/3/1945,ETO,,GB17,,,,,GERMANY,BAD ZWISCHENAHN,53.18,8.22,,,,,2.0,,,,1.0,,,,,,3.0
169006,169468,2/3/1945,ETO,,GB17,,,,,GERMANY,PFORZHEIM,48.9,8.7,,,,,3.0,,,,,,,,,,3.0
169012,169474,2/3/1945,ETO,,B24,,,,,GERMANY,VECHTA,52.73,8.28,,,,,3.0,,,,,,,,,,3.0
169022,169484,2/3/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,CALINGATAN,13.9637,121.1205,1.0,,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
169023,169485,2/3/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,SAN PEDRO,11.16666667,125.5,1.0,,250 LB GP (GP-M57),,3.0,,,,,,,,,,3.0
169025,169487,2/3/1945,CBI,USA,P47,,,,,BURMA,KYAUNGHKAM,20.41666667,97.25,1.0,,,,,12.0,500 LB AUX FUEL TANK INCENDIARY,,3.0,,,,,,3.0
169028,169490,2/3/1945,PTO,USA,B29,,,,,JAPAN,OTSU,35.0,135.8666667,260.0,,,,,42.0,334 LB INCENDIARY,,7.0,5.0,400 LB FRAG (20X20 CLUSTERS),,1.0,,8.0
169031,169493,2/3/1945,PTO,USA,B29,,,,,JAPAN,AWAGA,35.06666667,134.7666667,254.0,,,,,24.0,334 LB INCENDIARY,,4.0,0.0,400 LB FRAG (20X20 CLUSTERS),,,,4.0
169034,169496,2/3/1945,PTO,USA,B29,,,,,JAPAN,SHINGU CITY,33.73333333,136.0,250.0,,,,,24.0,334 LB INCENDIARY,,4.0,0.0,400 LB FRAG (20X20 CLUSTERS),,,,4.0
169035,169497,2/3/1945,PTO,USA,B29,,,,,JAPAN,TANABE,33.73333333,135.3666667,250.0,,,,,24.0,334 LB INCENDIARY,,4.0,0.0,400 LB FRAG (20X20 CLUSTERS),,,,4.0
169037,169499,2/3/1945,PTO,USA,B29,,,,,JAPAN,KAYA,35.0,135.5,250.0,,,,,24.0,334 LB INCENDIARY,,4.0,0.0,400 LB FRAG (20X20 CLUSTERS),,,,4.0
169046,169508,2/3/1945,PTO,USA,B25,,,,,SOLOMON ISLANDS,BOEROE,-7.416666667,157.4,1.0,,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
169050,169512,2/4/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,CAGAYAN,18.443056,121.810833,15.0,,,,,,,,,5.0,400 LB FRAG (20X20 CLUSTERS),,1.0,,1.0
169053,169515,2/4/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,TAGAYTAY RIDGE,14.08333333,120.91666670000001,1.0,100.0,100 LB GP (GP-M30),,4.0,,100 LB INCENDIARY,,,,,,,,4.0
169054,169516,2/4/1945,PTO,USA,A20,,,,,PHILIPPINE ISLANDS,IPO,14.83333333,121.16666670000001,1.0,100.0,,,,,100 LB INCENDIARY,,,,,,,,
169055,169517,2/4/1945,PTO,USA,B25,,,,,PHILIPPINE ISLANDS,SAN JOSE,15.8,120.983333,1.0,100.0,,,,,100 LB INCENDIARY,,1.0,,,,,,1.0
169060,169522,2/4/1945,CBI,USA,P38,,,,,BURMA,LETPADAN,17.78333333,95.75,20.0,34.0,1000 LB GP (GP-M44/M65),,17.0,,,,,,,,,,17.0
169068,169530,2/4/1945,CBI,USA,P40,,,,,CHINA,MANNING,22.8,108.3,10.0,20.0,100 LB GP (GP-M30),,1.0,,,,,,,,,,1.0
169074,169536,2/4/1945,CBI,USA,P47,,,,,BURMA,HOHKO,21.48333333,97.16666667,15.0,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
169079,169541,2/4/1945,CBI,USA,P38,,,,,BURMA,BAWGYO,23.58333333,97.25,20.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
